job_title,company_name,city,country,posted_date,employment_type,education,job_description,skills,job_url,first_seen,last_seen
Purple Teaming Engineer - Embedded Security,Lucid Motors,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"About Lucid At Lucid, we are creating exceptional mobility experiences through innovation to drive the world forward. Built on Lucid’s proprietary technology and software-defined vehicle architecture, our award-winning vehicles bring our “Compromise Nothing™” approach to the global automotive market. That means refusing to choose between performance and sustainability, design and engineering, ambition and integrity. In Lucid Air and Lucid Gravity, we have designed and built vehicles that have redefined their segments, combining exceptional range, performance, design, and expansive space in a single experience. We achieve this through deep vertical integration, with design, engineering, and production happening in-house across our global offices and manufacturing facilities. Our teams come from industries around the world, united by a shared commitment to excellence. By refusing to settle, you can help","['accessibility', 'android', 'anomaly detection', 'automation', 'burp suite', 'cloud', 'cloud security', 'cybersecurity', 'elk', 'embedded linux', 'embedded systems', 'firmware', 'linux', 'mqtt', 'network security', 'python', 'rtos', 'siem', 'splunk', 'technical writing', 'threat hunting']",https://job-boards.greenhouse.io/lucidmotors/jobs/4975699007?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Sr. Test Engineer,Lucid Motors,,Saudi Arabia,2026-09-11,Full-time,,"About Lucid At Lucid, we are creating exceptional mobility experiences through innovation to drive the world forward. Built on Lucid’s proprietary technology and software-defined vehicle architecture, our award-winning vehicles bring our “Compromise Nothing™” approach to the global automotive market. That means refusing to choose between performance and sustainability, design and engineering, ambition and integrity. In Lucid Air and Lucid Gravity, we have designed and built vehicles that have redefined their segments, combining exceptional range, performance, design, and expansive space in a single experience. We achieve this through deep vertical integration, with design, engineering, and production happening in-house across our global offices and manufacturing facilities. Our teams come from industries around the world, united by a shared commitment to excellence. By refusing to settle, you can help","['accessibility', 'analytics', 'assembly', 'autocad', 'automation', 'data visualization', 'ethernet', 'labview', 'matlab', 'oscilloscope', 'python']",https://job-boards.greenhouse.io/lucidmotors/jobs/5177759007?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Frontend and Backend Web Application Developer,Jobs for Humanity,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"We’re seeking a Frontend/Full-Stack Web Developer to design, build, and maintain responsive, high-performance web applications. You’ll translate product requirements into intuitive user interfaces and reliable backend integrations while collaborating to ensure quality through testing, reviews, and performance best practices. Job Purpose Build and maintain modern web experiences by creating reusable UI components, optimizing performance and accessibility, and integrating RESTful APIs and backend services reliably. Job Duties and Responsibilities HTML CSS/SCSS JavaScript Responsive UI across browsers React or Angular or Vue Reusable components and layouts Web performance optimization Accessibility","['accessibility', 'angular', 'api', 'backend', 'css', 'frontend', 'full stack', 'git', 'html', 'javascript', 'node.js', 'react', 'rest', 'scss', 'ui', 'vue', 'wcag']",https://jobs.smartrecruiters.com/JobsForHumanity/744000149058539-frontend-and-backend-web-application-developer?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
QA Engineer | Workshop | Saudi Arabia,Hudson IT and Manpower,,Saudi Arabia,2026-09-11,Full-time,,"Lead QA/QC inspections for pressure vessels, tanks, and heat exchangers in Oil & Gas or petrochemical projects, ensuring compliance with ASME, API, and Aramco standards; possess 10+ years industrial experience with 6 years in QA/QC and 4 years in Oil & Gas; certified CWI or CSWIP with ASNT Level II in NDT (UT, PT, MT, RT, VT); proficient in ASME, API, AWS, and relevant fabrication/inspection codes; review and approve WPS, PQRs, and welder qualifications; monitor NDT activities and personnel; manage outsourced fabrication/inspection, coordinate with vendors and third-party inspectors; prepare ITPs, inspection reports, and final quality dossiers; interface with clients for hold/witness points, DCL submissions, and testing; handle NCRs, corrective actions, technical clarifications, and drive quality improvements. Experience : Min. 10 Years Specialization : Manufacturing of pressure vessels, tanks, heat","['api', 'aws', 'qa']",https://hudsonmanpower.recruitee.com/o/qa-engineer-workshop-saudi-arabia-1?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Sr Principal Professional Services Project Manager,AspenTech,,Saudi Arabia,2026-09-11,Full-time,,"The driving force behind our success has always been the people of AspenTech. What drives us, is our aspiration, our desire and ambition to keep pushing the envelope, overcoming any hurdle, challenging the status quo to continually find a better way. You will experience these qualities of passion, pride and aspiration in many ways from a rich set of career development programs to support of community service projects to social events that foster fun and relationship building across our global community. The Role Aspen Technology is seeking an experienced Project Manager to join the Professional Services Project Management Office supporting the Middle East region. The successful candidate will lead the delivery of cutting-edge technology projects for market-leading organizations, ensuring successful execution from initiation through completion. This is a highly visible role offering significant influence with both internal stakeholders and clients,",['project management'],https://aspentech.wd5.myworkdayjobs.com/AspenTech/job/Saudi-Arabia/Sr-Principal-Professional-Services-Project-Manager_R9436?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Senior Specialist QA & PMS,Stryker,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Work Flexibility: Hybrid or Onsite We are looking for a QA & PMS Specialist to support the implementation and maintenance of Quality Assurance and Post Market Surveillance activities across our MENA organization. What you will do: Executing Quality Assurance (QA) and Post Market Surveillance (PMS) activities in line with local, regional, and corporate procedures and requirements. Supporting the implementation and maintenance of the local Quality Management System (QMS) to ensure ongoing regulatory compliance. Coordinating product safety reporting activities and supporting communications with relevant stakeholders, including healthcare professionals, distributors, and regulatory authorities. Supporting the management of quality events, including non-conformances (NCs), corrective and preventive actions (CAPAs), and follow-up activities. Assisting in the","['iso 13485', 'qa', 'quality assurance', 'regulatory compliance']",https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Riyadh-Riyadh-Offices-Zone/Senior-Specialist-QA---PMS_R563967?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Cloud Infrastructure & DevOps Engineer,1Pass,Jeddah,Saudi Arabia,2026-09-10,Full-time,Bachelor,"1Pass is a leading Saudi fitness and wellness platform that provides flexible access to hundreds of gyms, studios, padel courts, spas, and recovery experiences across major cities in the Kingdom. Through a single subscription, users can tailor their wellness journey by choosing activities that fit their goals, schedule, and lifestyle. In addition to its consumer offering, 1Pass delivers comprehensive Corporate Wellness Programs designed to improve employee wellbeing, morale, and productivity while reducing absenteeism. These programs offer data-driven insights, diverse activity options, and flexible activation plans customized to each organization’s needs. 1Pass is focused on building a dynamic, health-centered ecosystem powered by technology and user experience. The Role We are looking for a hands‑on engineer to own the day‑to‑day health of our Google Cloud environment, build and maintain our CI/CD pipelines, and act as","['automation', 'aws', 'azure', 'bash', 'ci cd', 'ci/cd', 'cloud', 'cloud security', 'cybersecurity', 'devops', 'dns', 'docker', 'firewall', 'gcp', 'github', 'github actions', 'gitlab', 'google cloud', 'iam', 'infrastructure as code', 'kubernetes', 'linux', 'networking', 'python', 'terraform', 'test automation', 'tls', 'vpc', 'waf']",https://en-sa.whatjobs.com/pub_api__cpl__10732483__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Software Engineer - Industrial Systems,مصنع الملابس والتجهيزات العسكرية,,Saudi Arabia,2026-09-10,Full-time,,"MUAF Military Uniforms & Accessories Factory is a prominent manufacturer based in Al-Kharj , specializing in the production of high-quality uniforms, military gear, and civilian apparel. Our commitment to quality, innovation, and customer satisfaction has made us a trusted partner to a range of sectors, including defense, law enforcement, and private enterprises. We pride ourselves on delivering durable, comfortable, and reliable solutions to our clients. Job Purpose Responsible for the development, maintenance, support, troubleshooting, and continuous improvement of software applications and industrial machine systems within the manufacturing environment. The role combines Software Engineering and Industrial Software Engineering , with responsibility for software applications, databases, system integration, Industrial PCs, machine-related software, HMI/SCADA systems, and IT/OT connectivity. The","['api', 'automation', 'cybersecurity', 'git', 'hmi', 'networking', 'sap', 'scada', 'sql', 'stakeholder management', 'version control']",https://en-sa.whatjobs.com/pub_api__cpl__10732274__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Director of Hardware Engineering,think,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Open roles Director of Hardware Engineering Own the think AI Node line end to end: thermal, electrical, mechanical, manufacturing and supply chain. The hardware is half the argument. Density is what lets one node do the work of a rack, and you own the envelope that makes it possible. Type Full time Team Hardware Location Riyadh Own the think AI Node line end to end: thermal, electrical, mechanical, manufacturing and supply chain. The hardware is half the argument. Density is what lets one node do the work of a rack, and you own the envelope that makes it possible. What you will do Own the hardware roadmap across the Node line, from desk-side to rack scale. Own thermal architecture: the sealed loop, the heat exchange path, flow distribution and the pressure monitoring that lets density stop being a thermal problem. Set the engineering bar. Design review,","['ai', 'firmware', 'hpc', 'solidworks']",https://en-sa.whatjobs.com/pub_api__cpl__10731711__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Embedded Firmware Engineer,Atwad,Dammam,Saudi Arabia,2026-09-10,Full-time,,"Location :2 nd Industrial City, Dammam, Kingdom of Saudi Arabia Employment Type : Full-Time/ On-site Application Period : 06 September 2026 - 30 September 2026 About Atwad Atwad is dedicated to driving innovation in autonomous systems and engineering excellence across the region. Our technologies empower customers to meet complex operational challenges with confidence and precision. We are expanding our footprint, forging partnerships, and continuously pushing the boundaries of what autonomous systems can achieve. About the Role We are looking for an Embedded Firmware Engineer with strong experience in STM32 series MCUs , ARM processors, and embedded system programming. The role also involves working with higher-end processor platforms such as Jetson , MediaTek , Snapdragon , or similar ARM -based SoCs , depending on project","['automation', 'cpp', 'embedded linux', 'embedded systems', 'ethernet', 'firmware', 'git', 'i2c', 'jtag', 'linux', 'oscilloscope', 'ros2', 'rtos', 'uart']",https://en-sa.whatjobs.com/pub_api__cpl__10729957__7118?geoID=17353&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
"Industrial Software Engineer: IT/OT, HMI & SCADA Expert",مصنع الملابس والتجهيزات العسكرية,,Saudi Arabia,2026-09-10,Full-time,,"MUAF Military Uniforms & Accessories Factory in Saudi Arabia seeks a Software & Industrial Systems Engineer to advance IT/OT integration and factory software across HMI/SCADA, SAP/MES interfaces, and production lines. You'll collaborate with IT, Production, Maintenance, and Engineering to ensure reliable, secure, and well-integrated software and machine systems powering manufacturing operations. Experience with industrial PCs, SCADA, OPC UA, and database programming is preferred.","['hmi', 'sap', 'scada']",https://en-sa.whatjobs.com/pub_api__cpl__10730247__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
After-Sales Computer & Mobile Technician,eXtra (United Electronics Co.),Jeddah,Saudi Arabia,2026-09-10,Full-time,,"eXtra (United Electronics Co.) in Jeddah is seeking a Computer Technician to join the After-Sales Service team. The role focuses on hands-on maintenance, OS installation, software activation, data transfer, and printer configuration, with a strong emphasis on customer satisfaction and timely problem resolution. You will work in a fast-paced retail environment, handling service requests, troubleshooting hardware and software issues, and ensuring devices are functional for customers.",[],https://en-sa.whatjobs.com/pub_api__cpl__10730411__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
ROS/ROS2 Robotics Software Engineer — On-site in Saudi Arabia,Atwad,Dammam,Saudi Arabia,2026-09-10,Full-time,,"Atwad is hiring a ROS/ROS2 Developer to build software for robotics, autonomous systems, and connected platforms in Dammam, Saudi Arabia. You will develop ROS/ROS2 packages, integrate sensors and actuators, and ensure seamless system integration across embedded and edge computing environments. The role emphasizes real-time problem solving, collaboration with firmware and hardware teams, and active participation in testing, simulation, and documentation efforts.","['edge computing', 'firmware', 'ros2']",https://en-sa.whatjobs.com/pub_api__cpl__10731692__7118?geoID=17353&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Head of Hardware Engineering for AI Systems,think,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"think is seeking a Director of Hardware Engineering in Riyadh to own the Node line end-to-end, spanning thermal, electrical, mechanical, manufacturing and supply chain. The role emphasizes density-driven design and envelope ownership to enable rack-scale solutions. You will lead multidisciplinary teams across thermal, electrical, mechanical, firmware and validation, setting engineering standards and collaborating with software on telemetry interfaces.",['firmware'],https://en-sa.whatjobs.com/pub_api__cpl__10731823__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Middle to Senior Python Developer,JobCubby,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Middle to Senior Python Developer based in Saudi Arabia. This role offers the opportunity to build and evolve high-performance backend systems within a fast-paced iGaming technology environment. You will work across a modern Python-based technology stack to deliver new product capabilities and scalable services. The position combines hands‑on development with architectural decision‑making and responsibility for production reliability. You will contribute to integrations involving payment methods and data providers, as well as automated communication and risk management systems. Working alongside an international and supportive team, you will have meaningful ownership over technical solutions and delivered outcomes. The environment encourages initiative, continuous improvement, and professional growth as the business continues to","['ai', 'backend', 'design patterns', 'django', 'gdpr', 'mongodb', 'nosql', 'postgresql', 'python', 'rabbitmq', 'redis', 'risk management', 'sql']",https://en-sa.whatjobs.com/pub_api__cpl__10729884__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
ROS / ROS2 Developer,Atwad,Dammam,Saudi Arabia,2026-09-10,Full-time,,"Location :2 nd Industrial City, Dammam, Kingdom of Saudi Arabia Employment Type : Full-Time/ On-site Application Period : 06 September 2026 30 September 2026 About Atwad Atwad is dedicated to driving innovation in autonomous systems and engineering excellence across the region. Our technologies empower customers to meet complex operational challenges with confidence and precision. We are expanding our footprint, forging partnerships, and continuously pushing the boundaries of what autonomous systems can achieve. About the Role We are hiring a ROS/ROS2 Developer to build software for robotics, autonomous systems, and connected platforms. The role involves developing nodes, integrating TVsensors and actuators, and working with embedded and edge-computer systems. Responsibilities Develop and maintain ROS/ROS2 packages, nodes, and applications. Integrate sensors, actuators,","['cpp', 'embedded linux', 'ethernet', 'firmware', 'git', 'lidar', 'linux', 'python', 'ros2', 'sensor fusion']",https://en-sa.whatjobs.com/pub_api__cpl__10731156__7118?geoID=17353&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Solution Engineer,AvePoint,,Saudi Arabia,2026-09-10,Full-time,,"As a Pre-Sales Solutions Engineer, you will act as the technical lead throughout the sales cycle, partnering closely with Account Managers to support new business and growth opportunities. You will take a consultative approach, helping customers understand how AvePoint solutions can address their technical and business needs. This role combines strong technical expertise with customer-facing engagement and commercial awareness. This is an excellent opportunity for someone looking to develop their career in pre-sales within a fast-paced and innovative technology environment. Key responsibilities: Deliver tailored product demonstrations aligned to customer use cases, both remotely and in person","['active directory', 'aws', 'azure', 'cloud', 'dhcp', 'dns', 'entra id', 'gcp', 'networking', 'pre sales', 'proof of concept', 'sharepoint', 'tcp ip', 'technical discovery']",https://www.avepoint.com/careers/job-detail?gh_jid=8121241&utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Data Analyst II,Delivery Hero,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"As a Data Analyst II at HungerStation, you will support the product development lifecycle by analyzing data, understanding user needs, and providing actionable insights that help optimize product performance. You will work closely with Product, Technology, Marketing, Commercial, Logistics/Operations, and Growth teams to turn data into meaningful insights and support data-driven decision-making. In this role, you will: Analyze product and business data to understand growth drivers and identify opportunities for improvement. Develop analyses, reports, and interactive dashboards to support business teams and stakeholders. Use quantitative analysis to uncover insights and help Product Managers, Designers, and Engineers understand what to build and why. Work with structured and semi-structured data from multiple sources, including BigQuery, Redshift, and PostgreSQL. Use SQL (BigQuery) and Python or R","['analytics', 'bigquery', 'cloud', 'data analytics', 'looker', 'looker studio', 'postgresql', 'python', 'redshift', 'sql', 'statistics', 'tableau']",https://jobs.smartrecruiters.com/DeliveryHero/744000148789347-data-analyst-ii-saudi-national-?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Developer Advocate,jobgether,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Developer Advocate based in France. The Developer Advocate will connect with developers through technical expertise, community engagement, and practical education. This role combines hands-on knowledge of web technologies and APIs with public speaking, content creation, and relationship building. You will represent developer needs across conferences, meetups, webinars, podcasts, online communities, and industry events. You will create tutorials, demos, videos, code samples, and technical articles that make complex data and developer workflows easier to understand and adopt. You will also explore emerging technologies, including LLM-powered applications and AI agents, and demonstrate how reliable web data can support them. Working closely with product, engineering, and marketing teams, you will turn developer feedback into","['agentic ai', 'ai', 'ai agents', 'api', 'developer advocacy', 'gdpr', 'llm', 'python']",https://jobs.lever.co/jobgether/03b95c59-3c8b-48b9-aa94-87194f7ba28e?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Senior designer,AECOM,,Saudi Arabia,2026-09-10,Full-time,,"Senior Designer with strong engineering background responsible for developing comprehensive design and construction document drawings through completion for assigned projects in conformance with applicable codes, design criteria, and engineering standards established by the project's discipline leaders. Key Responsibilities: Lead the design development process by applying engineering principles, technical analysis, and calculations to create detailed construction documents that meet all project requirements and applicable building codes. Execute design assignments of moderate to high complexity with demonstrated proficiency in engineering methodologies and technical problem-solving. Apply comprehensive knowledge of codes, permits, and industry-standard software applications relevant to the engineering discipline to ensure design accuracy and compliance. Prepare designs and drawings utilizing project specifications, engineering standards,","['cad', 'regulatory compliance']",https://jobs.smartrecruiters.com/AECOM2/744000148764309-senior-designer?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Project Manager,AECOM,,Saudi Arabia,2026-09-10,Full-time,,"Manages portfolio of clients with multiple projects. Responsible for delivering revenues assigned from specific clients as a result of repeat business caused by flawless execution of projects. Consistently delivers profit margins planned. Consistently completes projects without write-downs or multiplier erosion. Typically manages projects involving RTF (Risk Triggering Factors). Manages more complex clients and projects. Has decision-making authority and directs other Project Managers in recognizing risk and uncertainty with plans to mitigate and eliminate such. Directs staff to operate and minimize exposure to claims. Supervises and directs Project Managers with multiple projects or program of projects. Manages project budgets, resource allocation, and financial forecasting to ensure optimal utilization and cost control. Develops and maintains strategic relationships with key stakeholders,","['agile', 'erp', 'financial modeling', 'pmp', 'process improvement', 'program management', 'stakeholder management']",https://jobs.smartrecruiters.com/AECOM2/744000148763239-project-manager?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
QA/QC Lead/Specialist,AECOM,,Saudi Arabia,2026-09-10,Full-time,,"Responsibilities: Develops and executes comprehensive quality assurance and quality control procedures using established testing methodologies and industry standards. Conducts technical validation and verification activities, including test planning, test case development, and defect identification using both manual and automated testing approaches. Gathers, analyzes, and correlates quality engineering data and test results using well-defined procedures and technical documentation. Identifies and documents discrepancies, defects, and non-conformances, providing detailed analysis and recommendations for resolution. Proposes innovative approaches to solve quality challenges by adapting standard testing procedures and methodologies developed from previous projects and industry best practices. Provides technical guidance and mentoring to entry-level QA engineers and quality assurance team members. Ensures compliance with","['automation', 'qa', 'quality assurance', 'quality control', 'test automation']",https://jobs.smartrecruiters.com/AECOM2/744000148762449-qa-qc-lead-specialist?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
QA/QC Engineer - Data Center,Decima International,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. QA/QC Electrical Engineer Data Centers Role Overview We are seeking a driven and detail-oriented QA/QC Electrical Engineer to support electrical quality assurance and quality control activities for major mission-critical and data center projects in KSA. The role","['iso 9001', 'project management', 'qa', 'quality assurance', 'quality control', 'statistics', 'transformers']",https://job-boards.greenhouse.io/decimainternational/jobs/4709457006?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
UI/UX Director,jobgether,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a UI/UX Director based in Switzerland. This is an executive-level, hands-on design leadership role focused on elevating UI/UX quality across sophisticated web and e-commerce experiences. You will lead a multidisciplinary team while serving as the bridge between creative vision, user experience, and front-end technical execution. The role combines design systems, accessibility, responsive and mobile-first thinking, data-informed decision-making, and emerging AI capabilities. You will also play a visible role in client strategy, executive conversations, proposals, and new business pitches. Strong operational ownership is essential, including capacity planning, estimation, forecasting, and budget management. You’ll work with major brands and experienced specialists across strategy, design, technology, data, and e-commerce in a","['accessibility', 'ai', 'css', 'ecommerce', 'figma', 'front end', 'gdpr', 'html', 'information architecture', 'javascript', 'prototyping', 'react', 'shopify', 'ui', 'user research', 'ux', 'wcag']",https://jobs.lever.co/jobgether/0121c742-5af6-4071-8930-fb28c04ac38c?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
Technical Project Manager,jobgether,,Saudi Arabia,2026-09-10,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Technical Project Manager (CCTV & Networking) based in Switzerland. As a Technical Project Manager, you’ll lead the delivery of CCTV and physical security technology projects from initial design and estimation through deployment and ongoing support. You’ll combine hands-on technical expertise with strong project management skills to ensure systems are designed, quoted, and implemented accurately. Your responsibilities will span CCTV layouts, network integration, hardware selection, project scheduling, resource coordination, and stakeholder communication. You’ll work with clients, technicians, vendors, and internal teams to keep complex deployments on track. Strong knowledge of networking fundamentals will be essential for configuring and troubleshooting reliable security systems. This is a fully remote, autonomous role","['ai', 'asana', 'gdpr', 'jira', 'monday com', 'networking', 'project management', 'voip', 'wan']",https://jobs.lever.co/jobgether/02aa8fe7-58af-4345-8fd0-82c0add23360?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
PROJECT MANAGER - BANKING - DATA & AI,Duncan & Ross,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"The Project Manager will lead the end-to-end delivery of a large-scale Data Lake Modernization program for a banking client, encompassing both the technical migration/modernization of the data platform and the implementation of downstream AI use cases specifically hyper-personalization of banking products and Next Best Offer (NBO) capabilities. The role requires strong command of both traditional data/infrastructure delivery and AI/ML-enabled business transformation, bridging technical teams, business stakeholders, and senior banking client sponsors. Key Responsibilities Own end-to-end project planning, governance, and delivery of the data lake modernization program, including scope, timeline, budget, resourcing, and risk/issue management. Lead delivery of the AI/ML use case workstream for hyper-personalization and Next Best","['agile', 'ai', 'aws', 'azure', 'certified scrummaster', 'cloud', 'confluence', 'data engineering', 'data governance', 'data lake', 'data pipelines', 'data quality', 'data science', 'databricks', 'elt', 'etl', 'gcp', 'governance', 'jira', 'lakehouse', 'machine learning', 'model deployment', 'pmp', 'program management', 'recommendation systems', 'regulatory compliance', 'safe agile', 'snowflake', 'stakeholder management']",https://www.careers-page.com/duncan-ross-management-consultancies/job/8X5R4XWR?utm_source=freehire.me,2026-09-13T07:07:15.573832+00:00,2026-09-13T07:07:15.573832+00:00
